GlobalTick;ProblemType;ResourceType;PmId;VmId;AppId;CPUAll;MEMAll;STORAll;CPUUse;MEMUse;STORUse
3462;wasteOfResources;VM;3;18;;30;31;21;5;5;2;
3463;wasteOfResources;VM;3;20;;30;31;62;38;26;14;
3464;slaViolation;APP;4;20;11;30;31;62;33;21;12
3465;slaViolation;APP;4;20;11;30;31;62;33;21;12
3466;slaViolation;APP;3;21;11;30;31;62;33;21;12
3467;slaViolation;APP;3;21;11;30;31;62;33;21;12
3468;wasteOfResources;VM;4;19;;22;36;13;33;24;18;
3469;slaViolation;APP;3;19;20;22;36;13;28;19;16
3470;slaViolation;APP;3;19;20;22;36;13;28;19;16
3471;slaViolation;APP;3;19;20;22;36;13;28;19;16
3472;wasteOfResources;PM;4;;;0;0;0;0;0;0;
3473;wasteOfResources;PM;4;;;0;0;0;0;0;0;
3474;wasteOfResources;PM;4;;;0;0;0;0;0;0;
3475;wasteOfResources;VM;3;21;;30;31;62;40;25;15;
3476;wasteOfResources;VM;3;21;;30;31;62;40;25;13;
3477;wasteOfResources;VM;3;19;;22;36;13;41;19;21;
3478;wasteOfResources;VM;3;19;;22;36;13;37;18;22;
3497;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3502;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3503;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3526;wasteOfResources;VM;3;21;;30;31;22;40;24;14;
3528;wasteOfResources;VM;3;19;;22;36;13;42;19;19;
3533;slaViolation;APP;3;19;20;22;32;13;33;29;15
3547;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3548;newApp;APP;;;25;;;;0;0;0
3549;newApp;APP;;;26;;;;0;0;0
3550;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3553;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3554;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3555;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3576;wasteOfResources;VM;3;21;;30;31;23;44;24;13;
3578;wasteOfResources;VM;3;19;;22;32;13;39;19;15;
3600;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3605;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3626;wasteOfResources;VM;3;21;;30;31;22;43;25;12;
3628;wasteOfResources;VM;3;19;;22;37;13;30;25;17;
3650;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3655;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3656;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3657;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3658;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3676;wasteOfResources;VM;3;21;;30;31;21;36;24;15;
3678;wasteOfResources;VM;3;19;;22;35;13;40;24;17;
3700;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3704;newApp;APP;;;27;;;;0;0;0
3708;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3709;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3726;wasteOfResources;VM;3;21;;30;31;22;40;25;13;
3728;wasteOfResources;VM;3;19;;22;36;13;36;19;18;
3729;slaViolation;APP;1;19;20;22;36;13;31;14;16
3730;slaViolation;APP;1;19;20;22;36;13;31;14;16
3731;slaViolation;APP;1;19;20;22;36;13;31;14;16
3732;wasteOfResources;VM;1;19;;22;36;13;36;19;18;
3733;slaViolation;APP;3;19;20;22;36;13;31;14;16
3734;slaViolation;APP;2;23;20;22;52;13;31;14;16
3735;slaViolation;APP;2;24;20;22;52;13;31;14;16
3736;slaViolation;APP;4;25;20;22;52;13;31;14;16
3737;slaViolation;APP;4;26;20;22;52;13;31;14;16
3738;slaViolation;APP;4;26;20;22;52;13;31;14;16
3739;slaViolation;APP;4;26;20;22;52;13;31;14;16
3740;slaViolation;APP;4;26;20;22;52;13;31;14;16
3741;slaViolation;APP;4;26;20;22;52;13;31;14;16
3742;slaViolation;APP;4;26;20;22;52;13;31;14;16
3743;slaViolation;APP;5;27;20;22;52;13;31;14;16
3744;slaViolation;APP;5;28;20;22;52;13;31;14;16
3745;slaViolation;APP;5;28;20;22;52;13;31;14;16
3746;slaViolation;APP;5;28;20;22;52;13;31;14;16
3747;slaViolation;APP;5;28;20;22;52;13;31;14;16
3748;slaViolation;APP;5;28;20;22;52;13;31;14;16
3749;slaViolation;APP;5;28;20;22;52;13;31;14;16
3750;slaViolation;APP;5;28;20;22;52;13;31;14;16
3751;slaViolation;APP;6;29;20;22;52;13;31;14;16
3752;slaViolation;APP;6;30;20;22;52;13;31;14;16
3753;slaViolation;APP;7;31;20;22;52;13;31;14;16
3754;slaViolation;APP;7;31;20;22;52;13;31;14;16
3755;slaViolation;APP;7;31;20;22;52;13;31;14;16
3756;slaViolation;APP;7;31;20;22;52;13;31;14;16
3757;slaViolation;APP;7;31;20;22;52;13;31;14;16
3758;slaViolation;APP;7;31;20;22;52;13;31;14;16
3759;slaViolation;APP;7;31;20;22;52;13;31;14;16
3760;slaViolation;APP;7;31;20;22;52;13;31;14;16
3761;slaViolation;APP;7;31;20;22;52;13;31;14;16
3762;slaViolation;APP;7;31;20;22;52;13;31;14;16
3763;slaViolation;APP;7;31;20;22;52;13;31;14;16
3764;slaViolation;APP;4;32;20;22;52;13;31;14;16
3765;slaViolation;APP;4;32;20;22;52;13;31;14;16
3766;newApp;APP;;;28;;;;0;0;0
3767;wasteOfResources;VM;1;22;;58;54;33;32;24;25;
3768;wasteOfResources;VM;1;22;;58;54;33;29;19;18;
3769;wasteOfResources;VM;1;22;;58;54;33;38;27;15;
3770;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
3771;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
3772;wasteOfResources;VM;5;22;;58;54;33;38;27;15;
3773;wasteOfResources;VM;5;22;;58;54;33;38;27;15;
3774;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
3775;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
3776;wasteOfResources;VM;3;21;;30;31;21;44;25;12;
3777;slaViolation;APP;7;21;11;30;31;21;39;20;10
3778;slaViolation;APP;6;34;11;30;31;62;39;20;10
3779;slaViolation;APP;3;35;11;30;31;62;39;20;10
3780;slaViolation;APP;2;36;11;30;31;62;39;20;10
3781;slaViolation;APP;2;36;11;30;31;62;39;20;10
3782;wasteOfResources;PM;3;;;15;15;9;5;5;2;
3783;wasteOfResources;PM;3;;;15;15;9;5;5;2;
3784;wasteOfResources;VM;7;33;;33;46;44;26;18;25;
3785;wasteOfResources;VM;7;33;;33;46;44;17;19;26;
3786;wasteOfResources;VM;2;36;;30;31;62;36;22;14;
3787;wasteOfResources;VM;4;32;;22;52;13;44;30;19;
3823;wasteOfResources;VM;5;22;;48;40;32;30;30;23;
3824;wasteOfResources;PM;1;;;0;0;0;0;0;0;
3825;wasteOfResources;VM;5;22;;48;40;32;35;25;18;
3826;wasteOfResources;VM;5;22;;48;40;32;29;24;23;
3827;wasteOfResources;VM;5;22;;48;40;32;27;28;20;
3828;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
3829;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
3830;wasteOfResources;VM;7;1;;15;15;9;5;5;2;
3831;wasteOfResources;VM;7;2;;15;15;9;5;5;2;
3832;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
3833;wasteOfResources;VM;7;2;;15;15;9;5;5;2;
3835;wasteOfResources;VM;7;33;;33;30;37;21;18;23;
3836;wasteOfResources;VM;7;33;;33;30;37;22;17;16;
3837;wasteOfResources;VM;6;33;;33;30;37;22;17;16;
3838;wasteOfResources;VM;2;36;;30;31;23;44;25;12;
3839;wasteOfResources;VM;4;32;;22;40;13;40;18;18;
3840;slaViolation;APP;7;32;20;22;40;13;35;13;16
3841;slaViolation;APP;7;32;20;22;40;13;35;13;16
3842;slaViolation;APP;7;32;20;22;40;13;35;13;16
3843;wasteOfResources;VM;7;32;;22;40;13;40;18;18;
3855;wasteOfResources;PM;4;;;0;0;0;0;0;0;
3856;wasteOfResources;PM;4;;;0;0;0;0;0;0;
3877;wasteOfResources;VM;5;22;;45;40;33;34;24;26;
3880;wasteOfResources;VM;7;1;;15;15;9;5;5;2;
3886;wasteOfResources;VM;7;2;;15;15;9;5;5;2;
3887;wasteOfResources;VM;7;2;;15;15;9;5;5;2;
3888;wasteOfResources;VM;2;36;;30;31;22;33;23;13;
3890;wasteOfResources;VM;6;33;;33;30;31;24;20;24;
3891;wasteOfResources;PM;6;;;0;0;0;0;0;0;
3892;wasteOfResources;PM;6;;;0;0;0;0;0;0;
3893;wasteOfResources;VM;7;33;;33;30;31;24;20;24;
3894;wasteOfResources;VM;5;33;;33;30;31;24;20;24;
3895;wasteOfResources;VM;7;32;;22;38;13;34;26;19;
3896;slaViolation;APP;2;32;20;22;38;13;29;21;17
3897;slaViolation;APP;2;32;20;22;38;13;29;21;17
3898;slaViolation;APP;7;37;20;22;52;13;29;21;17
3899;slaViolation;APP;1;38;20;22;52;13;29;21;17
3900;slaViolation;APP;1;38;20;22;52;13;29;21;17
3901;slaViolation;APP;1;38;20;22;52;13;29;21;17
3902;slaViolation;APP;1;38;20;22;52;13;29;21;17
3903;slaViolation;APP;1;38;20;22;52;13;29;21;17
3904;slaViolation;APP;7;39;20;22;52;13;29;21;17
3905;slaViolation;APP;7;39;20;22;52;13;29;21;17
3906;slaViolation;APP;2;40;20;22;52;13;29;21;17
3907;slaViolation;APP;1;41;20;22;52;13;29;21;17
3908;slaViolation;APP;1;41;20;22;52;13;29;21;17
3909;slaViolation;APP;7;42;20;22;52;13;29;21;17
3910;slaViolation;APP;7;42;20;22;52;13;29;21;17
3914;wasteOfResources;VM;7;42;;22;52;13;27;21;16;
3915;slaViolation;APP;2;42;20;22;52;13;22;16;14
3916;slaViolation;APP;2;42;20;22;52;13;22;16;14
3917;slaViolation;APP;2;42;20;22;52;13;22;16;14
3918;wasteOfResources;VM;2;42;;22;52;13;27;21;16;
3919;wasteOfResources;VM;2;42;;22;52;13;34;17;16;
3920;slaViolation;APP;7;42;20;22;52;13;29;12;14
3921;slaViolation;APP;2;43;20;22;52;13;29;12;14
3922;slaViolation;APP;2;43;20;22;52;13;29;12;14
3923;wasteOfResources;VM;7;42;;22;52;13;5;5;2;
3926;wasteOfResources;VM;2;43;;22;52;13;45;18;20;
3927;wasteOfResources;VM;5;22;;47;40;33;32;24;19;
3930;wasteOfResources;VM;7;1;;15;15;9;5;5;2;
3931;wasteOfResources;PM;7;;;15;15;9;5;5;2;
3932;wasteOfResources;PM;7;;;15;15;9;5;5;2;
3933;wasteOfResources;PM;7;;;15;15;9;5;5;2;
3934;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
3935;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
3936;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
3938;wasteOfResources;VM;2;36;;30;31;22;41;25;13;
3941;wasteOfResources;VM;2;2;;15;15;9;5;5;2;
3942;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
3943;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
3944;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
3947;wasteOfResources;VM;5;33;;33;32;31;23;19;20;
3948;wasteOfResources;VM;5;33;;33;32;31;18;17;25;
3976;wasteOfResources;VM;2;43;;22;36;13;36;20;19;
3977;wasteOfResources;VM;5;22;;45;43;33;28;26;24;
3978;wasteOfResources;VM;1;22;;45;43;33;28;26;24;
3979;wasteOfResources;VM;1;22;;45;43;33;28;26;24;
3980;wasteOfResources;VM;2;43;;22;36;13;32;18;21;
3981;slaViolation;APP;5;43;20;22;36;13;27;13;19
3982;slaViolation;APP;5;43;20;22;36;13;27;13;19
3983;slaViolation;APP;2;44;20;22;52;13;27;13;19
3984;slaViolation;APP;2;44;20;22;52;13;27;13;19
3988;wasteOfResources;VM;2;36;;30;31;22;31;27;14;
3989;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
3990;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
3991;wasteOfResources;VM;2;44;;22;52;13;40;15;14;
3992;wasteOfResources;VM;2;44;;22;52;13;41;23;17;
3995;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
3998;wasteOfResources;VM;5;33;;33;29;34;24;18;18;
3999;wasteOfResources;PM;5;;;15;15;9;5;5;2;
4000;wasteOfResources;VM;2;33;;33;29;34;24;18;18;
4001;wasteOfResources;VM;2;33;;33;29;34;24;18;18;
4002;wasteOfResources;VM;2;33;;33;29;34;24;18;18;
4031;wasteOfResources;VM;1;22;;47;38;33;29;22;19;
4038;wasteOfResources;VM;2;36;;30;31;22;37;20;15;
4042;wasteOfResources;VM;2;44;;22;36;13;5;5;2;
4043;wasteOfResources;VM;2;44;;22;36;13;5;5;2;
4044;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
4045;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4052;wasteOfResources;VM;2;33;;33;30;34;23;20;26;
4053;wasteOfResources;VM;2;33;;33;30;34;22;18;20;
4054;wasteOfResources;VM;2;33;;33;30;34;20;20;23;
4055;wasteOfResources;VM;2;33;;33;30;34;18;17;20;
4056;wasteOfResources;VM;2;33;;33;30;34;19;17;22;
4057;wasteOfResources;VM;2;33;;33;30;34;22;13;27;
4081;wasteOfResources;VM;1;22;;45;38;32;32;27;21;
4088;wasteOfResources;VM;2;36;;30;31;22;41;19;14;
4093;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4094;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
4095;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4096;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4097;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
4098;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4107;wasteOfResources;VM;2;33;;33;31;34;23;16;21;
4131;wasteOfResources;VM;1;22;;44;39;30;32;25;21;
4138;wasteOfResources;VM;2;36;;30;31;21;41;26;14;
4139;slaViolation;APP;1;36;11;30;31;21;36;21;12
4140;slaViolation;APP;1;36;11;30;31;21;36;21;12
4141;slaViolation;APP;1;36;11;30;31;21;36;21;12
4142;wasteOfResources;VM;1;36;;30;31;21;41;26;14;
4143;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4144;wasteOfResources;VM;1;36;;30;31;21;39;25;13;
4145;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4146;wasteOfResources;VM;2;2;;15;15;9;5;5;2;
4147;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4148;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4151;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4152;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4153;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4154;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4157;wasteOfResources;VM;2;33;;33;29;31;27;19;24;
4181;wasteOfResources;VM;1;22;;44;39;33;36;27;19;
4182;wasteOfResources;VM;1;22;;44;39;33;34;24;18;
4193;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4194;wasteOfResources;VM;1;36;;30;31;23;40;23;13;
4195;slaViolation;APP;2;36;11;30;31;23;35;18;11
4196;slaViolation;APP;1;45;11;30;31;62;35;18;11
4197;slaViolation;APP;3;46;11;30;31;62;35;18;11
4198;slaViolation;APP;4;47;11;30;31;62;35;18;11
4199;slaViolation;APP;4;47;11;30;31;62;35;18;11
4200;slaViolation;APP;4;47;11;30;31;62;35;18;11
4201;slaViolation;APP;4;47;11;30;31;62;35;18;11
4202;slaViolation;APP;4;47;11;30;31;62;35;18;11
4203;slaViolation;APP;4;47;11;30;31;62;35;18;11
4204;slaViolation;APP;4;47;11;30;31;62;35;18;11
4205;slaViolation;APP;4;47;11;30;31;62;35;18;11
4206;slaViolation;APP;1;48;11;30;31;62;35;18;11
4207;slaViolation;APP;5;49;11;30;31;62;35;18;11
4208;slaViolation;APP;5;49;11;30;31;62;35;18;11
4209;slaViolation;APP;5;49;11;30;31;62;35;18;11
4210;slaViolation;APP;5;49;11;30;31;62;35;18;11
4211;slaViolation;APP;5;49;11;30;31;62;35;18;11
4212;slaViolation;APP;1;50;11;30;31;62;35;18;11
4213;slaViolation;APP;1;50;11;30;31;62;35;18;11
4214;slaViolation;APP;6;51;11;30;31;62;35;18;11
4215;slaViolation;APP;6;51;11;30;31;62;35;18;11
4216;slaViolation;APP;6;51;11;30;31;62;35;18;11
4217;slaViolation;APP;1;52;11;30;31;62;35;18;11
4218;slaViolation;APP;1;52;11;30;31;62;35;18;11
4219;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4220;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4221;wasteOfResources;VM;2;33;;33;31;31;27;19;16;
4222;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4223;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4224;wasteOfResources;VM;6;33;;33;31;31;27;19;16;
4225;wasteOfResources;VM;5;33;;33;31;31;27;19;16;
4226;wasteOfResources;VM;6;33;;33;31;31;27;19;16;
4227;wasteOfResources;VM;1;52;;30;31;62;40;22;13;
4232;wasteOfResources;VM;1;22;;46;40;30;29;27;18;
4233;wasteOfResources;VM;5;22;;46;40;30;29;27;18;
4234;wasteOfResources;VM;5;22;;46;40;30;29;27;18;
4243;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4270;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4271;wasteOfResources;VM;1;2;;15;15;9;5;5;2;
4272;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4273;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4274;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4277;wasteOfResources;VM;1;52;;30;31;22;34;28;13;
4278;wasteOfResources;VM;1;52;;30;31;22;34;27;13;
4279;wasteOfResources;VM;1;52;;30;31;22;36;25;12;
4280;slaViolation;APP;6;52;11;30;31;22;31;20;10
4281;slaViolation;APP;6;52;11;30;31;22;31;20;10
4282;slaViolation;APP;6;52;11;30;31;22;31;20;10
4283;wasteOfResources;PM;1;;;0;0;0;0;0;0;
4284;wasteOfResources;PM;1;;;0;0;0;0;0;0;
4285;wasteOfResources;PM;1;;;0;0;0;0;0;0;
4286;wasteOfResources;PM;1;;;0;0;0;0;0;0;
4287;wasteOfResources;PM;1;;;0;0;0;0;0;0;
4288;wasteOfResources;VM;5;22;;41;38;33;29;24;26;
4289;wasteOfResources;VM;5;22;;41;38;33;28;24;24;
4290;wasteOfResources;VM;6;33;;33;33;30;30;21;22;
4291;wasteOfResources;VM;6;52;;30;31;22;37;26;15;
4293;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4294;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4316;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4317;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4318;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4319;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4320;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4321;wasteOfResources;PM;3;;;0;0;0;0;0;0;
4322;wasteOfResources;PM;4;;;0;0;0;0;0;0;
4323;wasteOfResources;PM;4;;;0;0;0;0;0;0;
4324;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4325;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
4326;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4327;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4339;wasteOfResources;VM;5;22;;46;39;33;28;29;19;
4340;wasteOfResources;VM;5;22;;46;39;33;30;25;22;
4341;wasteOfResources;VM;6;33;;33;31;31;21;17;17;
4342;wasteOfResources;VM;6;33;;33;31;31;21;17;15;
4343;wasteOfResources;VM;5;33;;33;31;31;21;17;15;
4344;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
4345;wasteOfResources;PM;2;;;15;15;9;5;5;2;
4346;wasteOfResources;PM;2;;;15;15;9;5;5;2;
4347;wasteOfResources;PM;2;;;15;15;9;5;5;2;
4348;wasteOfResources;PM;2;;;15;15;9;5;5;2;
4349;wasteOfResources;VM;5;33;;33;31;31;28;16;25;
4350;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4351;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4352;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4353;wasteOfResources;VM;6;52;;30;31;22;35;23;14;
4354;wasteOfResources;VM;6;52;;30;31;22;39;26;13;
4377;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4378;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4379;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4380;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4381;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4382;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4383;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4384;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4390;wasteOfResources;VM;5;22;;44;44;33;23;27;26;
4391;wasteOfResources;VM;5;22;;44;44;33;31;25;21;
4399;wasteOfResources;VM;5;33;;33;30;33;24;17;18;
4400;wasteOfResources;VM;5;33;;33;30;33;23;16;18;
4401;wasteOfResources;VM;6;33;;33;30;33;23;16;18;
4402;wasteOfResources;VM;5;33;;33;30;33;23;16;18;
4403;wasteOfResources;VM;6;33;;33;30;33;23;16;18;
4404;wasteOfResources;VM;5;33;;33;30;33;23;16;18;
4405;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4406;wasteOfResources;VM;5;33;;33;30;33;23;16;18;
4407;wasteOfResources;VM;6;52;;30;31;24;35;25;11;
4433;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4434;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4435;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4436;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4441;wasteOfResources;VM;5;22;;45;39;33;30;21;21;
4455;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4457;wasteOfResources;VM;5;33;;33;31;34;25;18;22;
4458;wasteOfResources;VM;6;52;;30;31;21;38;26;13;
4459;wasteOfResources;VM;6;52;;30;31;21;39;27;14;
4484;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4485;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4486;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4487;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4488;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4491;wasteOfResources;VM;5;22;;44;40;33;36;28;19;
4505;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4506;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4507;wasteOfResources;VM;5;33;;33;33;31;24;15;19;
4509;wasteOfResources;VM;6;52;;30;31;23;37;26;12;
4537;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4538;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4539;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4540;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4541;wasteOfResources;VM;5;22;;46;42;33;26;29;25;
4542;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4543;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4544;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4545;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4546;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4547;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4548;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4549;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4556;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
4557;wasteOfResources;VM;5;33;;33;31;36;24;19;23;
4558;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4559;wasteOfResources;VM;6;52;;30;31;21;36;24;15;
4591;wasteOfResources;VM;5;22;;45;40;32;34;25;22;
4592;wasteOfResources;VM;5;22;;45;40;32;36;31;19;
4597;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4599;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4607;wasteOfResources;VM;5;33;;33;29;34;18;22;22;
4608;wasteOfResources;VM;5;33;;33;29;34;19;16;23;
4609;wasteOfResources;VM;5;33;;33;29;34;23;16;26;
4610;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4611;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4612;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4613;wasteOfResources;VM;6;52;;30;31;22;35;22;14;
4642;wasteOfResources;VM;5;22;;46;41;33;29;25;21;
4647;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4648;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
4649;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4650;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4659;wasteOfResources;VM;5;33;;33;32;33;23;19;27;
4660;wasteOfResources;VM;5;33;;33;32;33;29;16;21;
4661;wasteOfResources;VM;5;33;;33;32;33;20;21;21;
4662;wasteOfResources;VM;5;33;;33;32;33;27;16;31;
4663;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4664;wasteOfResources;VM;6;52;;30;31;23;38;27;14;
4692;wasteOfResources;VM;5;22;;42;44;31;32;28;22;
4693;wasteOfResources;VM;5;22;;42;44;31;31;28;25;
4699;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4700;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
4701;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4702;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4703;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
4704;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
4705;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
4706;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4707;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
4708;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
4709;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
4710;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4711;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4712;wasteOfResources;VM;5;33;;33;31;38;26;16;17;
4713;wasteOfResources;VM;5;33;;33;31;38;17;21;22;
4714;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4715;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4716;wasteOfResources;VM;6;52;;30;31;22;36;24;14;
4717;wasteOfResources;VM;6;52;;30;31;22;46;26;14;
4743;wasteOfResources;VM;5;22;;45;38;33;29;25;22;
4744;wasteOfResources;VM;5;22;;45;38;33;36;31;25;
4745;wasteOfResources;VM;5;22;;45;38;33;32;33;20;
4760;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4763;wasteOfResources;VM;5;33;;33;31;33;22;16;15;
4764;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4765;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4766;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4767;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
4768;wasteOfResources;VM;6;52;;30;31;22;37;24;14;
4795;wasteOfResources;VM;5;22;;46;43;33;31;31;25;
4810;wasteOfResources;VM;6;2;;15;15;9;5;5;2;
4813;wasteOfResources;VM;5;33;;33;32;32;20;22;22;
4816;wasteOfResources;VM;6;44;;15;15;9;5;5;2;
4817;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
