@relation cpu

@attribute CPU8ALL numeric
@attribute CPU9ALL numeric
@attribute CPU10ALL numeric
@attribute CPU8USE numeric
@attribute CPU9USE numeric
@attribute CPU10USE numeric
@attribute MEM8ALL numeric
@attribute MEM9ALL numeric
@attribute MEM10ALL numeric
@attribute MEM8USE numeric
@attribute MEM9USE numeric
@attribute MEM10USE numeric
@attribute STOR8ALL numeric
@attribute STOR9ALL numeric
@attribute STOR10ALL numeric
@attribute STOR8USE numeric
@attribute STOR9USE numeric
@attribute STOR10USE numeric
@attribute SLACpu numeric
@attribute SLAMemory numeric
@attribute SLAStorage numeric
@attribute EVAL numeric

@data
0,0,20,30,30,30,0,0,30,0,0,10,0,0,40,10,10,10,10,20,30,-3.72549
0,0,40,30,30,30,0,0,60,0,0,10,0,0,80,10,10,10,10,20,30,-3.72549
0,0,20,30,30,30,0,0,30,0,0,10,0,0,40,10,10,10,10,20,30,-3.941176
40,40,60,50,50,50,30,30,60,20,20,20,30,30,70,30,30,30,10,20,30,-3.513725
0,0,20,20,30,20,0,0,30,0,0,10,0,0,40,10,10,10,10,20,30,-5.756863
0,0,40,20,30,20,0,0,60,0,0,10,0,0,80,10,10,10,10,20,30,-5.756863
20,20,60,50,50,60,20,20,40,20,20,10,20,20,60,30,30,20,30,10,40,-12.756863
30,30,70,40,50,40,20,20,40,20,20,20,20,20,70,30,30,30,30,10,40,-12.517647
0,0,30,10,10,10,0,0,20,10,10,20,0,0,50,20,10,20,20,20,50,-22.694118
0,0,30,10,10,10,0,0,20,10,10,20,0,0,50,20,10,20,20,20,50,-22.745098
0,0,30,10,10,10,0,0,20,10,10,20,0,0,50,20,10,20,20,20,50,-22.701961
0,0,30,10,10,10,0,0,20,10,10,20,0,0,50,20,10,20,20,20,50,-22.694118
30,30,50,40,50,40,30,30,60,20,20,20,30,30,70,30,30,30,10,20,30,-9.533333
30,30,50,40,50,40,20,20,50,20,20,20,30,30,70,20,30,20,10,20,30,-9.756863
30,30,50,40,40,40,30,30,70,20,20,20,30,30,70,30,30,30,10,20,30,-9.721569
30,30,50,50,50,50,30,30,60,20,30,20,30,30,70,30,30,30,10,20,30,-11.517647
30,30,50,40,40,40,30,30,70,20,30,20,30,30,70,30,30,30,10,20,30,-11.713725
30,30,50,40,40,40,20,20,50,10,30,20,30,30,70,30,30,30,10,20,30,-11.752941
30,30,50,50,50,50,30,30,60,20,20,20,30,30,70,30,20,30,10,20,30,-11.517647
30,30,50,40,40,50,30,30,60,30,20,20,30,30,70,30,20,30,10,20,30,-11.537255
30,30,50,50,50,40,30,30,60,20,20,20,30,30,70,30,30,30,10,20,30,-13.72549
40,40,70,20,20,20,30,30,60,10,10,10,20,20,90,10,10,10,20,20,60,0.556863
50,50,70,50,40,40,50,50,90,20,10,20,50,50,90,30,20,20,10,20,30,-16.74902
80,80,100,80,70,70,60,60,90,30,30,40,50,50,90,50,40,40,10,20,30,-16.482353
80,80,100,70,80,70,60,60,90,40,40,30,50,50,90,40,40,40,10,20,30,-16.470588
60,60,80,80,90,60,50,50,80,50,50,30,50,50,90,30,30,40,10,20,30,-16.533333
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-4.941176
30,30,60,40,50,40,20,20,50,30,30,30,20,20,90,20,20,20,20,20,60,-4.498039
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-4.686275
30,30,60,50,50,40,20,20,50,20,30,30,20,20,90,20,20,30,20,20,60,-4.498039
30,30,60,50,40,40,30,30,50,30,40,30,20,20,70,30,20,40,20,20,50,-23.513725
0,0,30,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,30,10,40,-5.678431
30,30,60,10,10,0,10,10,60,20,20,20,40,40,80,20,20,10,20,40,30,0.435294
50,50,70,50,40,40,40,40,80,20,20,20,40,40,80,30,30,30,10,20,30,-18.721569
0,0,20,20,20,20,0,0,30,0,10,10,0,0,40,10,0,10,10,20,30,-18.941176
50,50,80,50,40,50,50,50,90,50,50,50,50,50,90,40,40,40,10,20,30,-18.352941
10,10,60,0,0,0,10,10,100,0,0,0,0,0,60,0,0,0,20,50,10,-2.713725
50,50,80,40,40,50,50,50,90,50,40,50,50,50,90,30,40,40,10,20,30,-19.34902
0,0,50,20,30,30,0,0,40,10,10,10,0,0,30,10,10,20,50,40,30,-22.694118
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-8.941176
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-8.941176
30,30,60,50,50,50,30,30,60,30,30,30,30,30,90,30,30,30,20,20,60,-8.705882
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-8.941176
30,30,60,50,50,50,30,30,60,30,30,30,30,30,90,30,30,30,20,20,60,-8.705882
50,50,80,40,60,50,70,70,80,50,50,50,50,50,90,40,40,40,30,10,40,-7.552941
0,0,30,0,10,10,0,0,10,20,20,20,0,0,40,20,10,10,30,10,40,-7.941176
0,0,70,0,10,10,0,0,30,20,20,20,0,0,80,20,10,10,30,10,40,-7.941176
50,50,80,40,60,60,70,70,80,50,50,50,50,50,90,40,40,40,30,10,40,-7.552941
60,60,90,50,70,60,50,50,80,30,30,30,30,30,100,20,20,20,20,20,60,-11.427451
50,50,80,80,70,70,40,40,100,40,30,40,50,50,70,40,40,50,20,50,10,-4.321569
60,60,90,60,60,60,50,50,80,30,30,30,30,30,100,20,20,20,20,20,60,-12.45098
60,60,90,50,60,50,50,50,80,30,30,30,30,30,100,30,30,20,20,20,60,-17.454902
60,60,90,60,60,60,50,50,80,30,30,30,30,30,100,30,20,20,20,20,60,-17.447059
40,40,70,40,40,40,50,50,80,30,40,40,30,30,100,20,20,30,20,20,60,-17.941176
60,60,90,60,60,50,50,50,80,30,30,40,30,30,100,20,20,30,20,20,60,-17.447059
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-17.941176
40,40,70,40,40,50,50,50,80,40,40,40,30,30,100,20,30,20,20,20,60,-17.941176
60,60,90,60,60,50,50,50,80,30,30,40,30,30,100,20,20,30,20,20,60,-17.447059
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-17.745098
60,60,90,60,60,60,50,50,80,30,30,30,30,30,100,20,20,20,20,20,60,-17.447059
50,50,80,60,60,70,40,40,80,40,30,40,40,40,80,40,40,50,10,20,30,-20.498039
0,0,30,0,10,10,0,0,10,10,20,20,0,0,40,20,0,10,30,10,40,-10.941176
0,0,70,0,10,10,0,0,30,10,20,20,0,0,80,20,0,10,30,10,40,-10.941176
60,60,100,20,20,20,50,50,70,30,40,30,40,40,90,40,20,20,30,10,40,-10.580392
50,50,80,60,60,60,50,50,80,30,30,30,30,30,100,20,20,20,20,20,60,-18.447059
0,0,40,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,30,20,40,-5.501961
30,30,50,50,30,40,20,20,50,30,20,30,30,30,70,20,20,30,10,20,30,-21.560784
20,20,50,50,60,60,30,30,60,30,30,30,10,10,80,30,20,30,20,20,60,-20.729412
60,60,90,50,60,60,50,50,80,40,40,30,30,30,100,20,20,20,20,20,60,-20.454902
20,20,50,50,50,60,30,30,60,20,20,20,10,10,80,20,30,30,20,20,60,-22.698039
20,20,50,40,70,50,30,30,80,10,20,20,20,20,40,30,30,30,20,50,10,-6.501961
30,30,50,50,60,50,30,30,80,20,30,30,60,60,80,30,30,30,20,50,10,-6.941176
0,0,20,10,30,20,0,0,50,0,10,10,0,0,10,20,10,20,20,50,10,-6.941176
20,20,50,50,60,50,30,30,80,10,20,20,20,20,40,40,30,30,20,50,10,-6.501961
60,60,90,50,50,40,40,40,90,40,50,50,60,60,80,60,40,50,20,50,10,-6.309804
20,20,50,60,50,60,30,30,60,30,20,20,20,20,80,20,20,20,20,20,60,-24.498039
0,0,30,30,30,20,0,0,30,20,20,10,0,0,60,10,10,10,20,20,60,-24.941176
20,20,50,70,60,60,30,30,60,20,30,30,20,20,80,20,20,20,20,20,60,-24.498039
50,50,100,50,50,50,70,70,100,50,50,40,40,40,90,60,50,70,30,20,40,-7.529412
70,70,100,50,70,50,40,40,100,50,50,60,70,70,90,60,60,50,20,50,10,-10.941176
0,0,20,20,40,30,0,0,50,10,10,10,0,0,10,10,20,10,20,50,10,-10.941176
0,0,20,20,40,30,0,0,50,10,10,10,0,0,10,10,20,10,20,50,10,-10.941176
30,30,60,40,60,40,20,20,80,30,20,20,20,20,40,30,40,30,20,50,10,-10.309804
70,70,100,40,70,50,40,40,100,40,50,50,70,70,90,40,50,50,20,50,10,-10.941176
0,0,20,20,40,30,0,0,50,10,10,10,0,0,10,10,20,10,20,50,10,-10.733333
30,30,60,40,50,40,20,20,80,30,20,20,20,20,40,30,40,30,20,50,10,-10.309804
30,30,50,50,70,50,30,30,60,20,20,30,20,20,60,20,20,20,10,20,30,-24.745098
0,0,20,20,30,20,0,0,30,0,0,10,0,0,40,10,10,10,10,20,30,-24.941176
0,0,40,20,30,20,0,0,60,0,0,10,0,0,80,10,10,10,10,20,30,-24.941176
30,30,50,60,70,60,30,30,60,20,20,30,20,20,60,20,20,20,10,20,30,-24.745098
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-32.941176
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-32.756863
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-32.466667
20,20,40,20,20,20,30,30,80,10,0,10,40,40,50,10,10,10,10,40,10,0.494118
0,0,40,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,30,50,50,-0.941176
20,20,40,50,60,50,50,50,80,20,20,30,10,10,50,20,20,20,10,20,30,-28.713725
0,0,20,20,30,20,0,0,30,10,10,10,0,0,40,10,10,10,10,20,30,-28.752941
0,0,40,20,30,20,0,0,60,10,10,10,0,0,80,10,10,10,10,20,30,-28.752941
20,20,40,50,60,50,50,50,80,20,30,20,10,10,50,20,20,30,10,20,30,-28.713725
20,20,40,50,60,50,50,50,80,20,10,20,10,10,50,20,20,20,10,20,30,-30.701961
0,0,20,20,30,30,0,0,30,0,0,10,0,0,40,0,10,10,10,20,30,-30.941176
20,20,40,60,60,50,50,50,80,30,20,20,10,10,50,30,30,30,10,20,30,-32.458824
0,0,20,30,30,20,0,0,30,10,0,0,0,0,40,10,10,10,10,20,30,-32.756863
30,30,60,50,40,40,20,20,50,40,30,30,30,30,90,30,20,30,20,20,60,-34.741176
20,20,50,60,50,50,50,50,80,30,30,30,10,10,70,20,20,20,20,20,60,-34.435294
30,30,50,60,50,60,30,30,80,20,30,20,20,20,30,20,20,20,10,40,10,-0.462745
20,20,50,50,70,50,30,30,80,20,20,10,20,20,40,20,30,30,20,50,10,-17.505882
0,0,20,20,30,20,0,0,50,10,10,10,0,0,10,10,20,10,20,50,10,-17.941176
20,20,50,60,60,50,30,30,80,20,20,20,20,20,40,20,30,30,20,50,10,-17.505882
30,30,60,40,50,30,20,20,80,20,20,20,30,30,50,30,30,30,20,50,10,-17.941176
0,0,20,20,20,20,0,0,50,0,0,0,0,0,10,20,10,10,20,50,10,-17.941176
0,0,20,20,20,20,0,0,50,0,0,0,0,0,10,20,10,10,20,50,10,-17.941176
30,30,50,60,50,50,30,30,80,20,20,20,20,20,40,30,30,20,20,50,10,-17.443137
0,0,20,20,20,20,0,0,50,0,0,0,0,0,10,20,10,10,20,50,10,-17.941176
0,0,20,20,20,20,0,0,50,0,0,0,0,0,10,20,10,10,20,50,10,-17.941176
30,30,50,60,50,60,30,30,80,20,20,20,20,20,40,30,30,20,20,50,10,-17.443137
40,40,80,70,70,80,80,80,100,30,40,50,30,30,80,40,40,40,30,10,40,-13.305882
20,20,50,70,60,50,30,30,60,30,20,30,10,10,80,30,30,30,20,20,60,-36.690196
30,30,60,30,30,30,30,30,60,10,10,20,10,10,80,10,10,10,20,20,60,-36.701961
60,60,80,80,70,60,60,60,100,40,40,30,30,30,70,30,40,30,10,20,30,-33.745098
0,0,20,20,30,20,0,0,50,0,10,10,0,0,10,20,20,10,20,50,10,-20.941176
0,0,20,20,30,20,0,0,50,0,10,10,0,0,10,20,20,10,20,50,10,-20.941176
0,0,20,20,30,20,0,0,50,0,10,10,0,0,10,20,20,10,20,50,10,-20.941176
30,30,50,20,30,20,30,30,80,0,10,10,10,10,30,20,20,10,20,50,10,-20.709804
30,30,50,20,20,30,30,30,60,10,0,0,20,20,60,10,10,10,10,20,30,-37.764706
30,30,70,20,20,30,30,30,100,10,0,0,20,20,100,10,10,10,10,20,30,-37.764706
30,30,50,30,30,20,30,30,60,10,0,10,20,20,60,10,0,0,10,20,30,-37.752941
30,30,70,30,30,20,30,30,100,10,0,10,20,20,100,10,0,0,10,20,30,-37.752941
30,30,70,30,30,20,30,30,100,10,0,10,20,20,100,10,0,0,10,20,30,-37.752941
30,30,70,30,30,20,30,30,100,10,0,10,20,20,100,10,0,0,10,20,30,-37.752941
30,30,60,50,50,60,40,40,70,30,30,20,30,30,90,20,20,20,20,20,60,-40.745098
20,20,50,50,70,70,30,30,60,30,30,30,10,10,70,20,20,20,20,20,60,-40.458824
0,0,30,20,30,40,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-40.941176
30,30,60,40,40,70,40,40,70,20,30,20,30,30,90,20,10,20,20,20,60,-40.745098
20,20,50,50,60,60,30,30,60,30,30,30,10,10,70,20,20,20,20,20,60,-40.458824
30,30,60,60,50,70,40,40,70,30,20,30,30,30,90,20,20,20,20,20,60,-40.745098
20,20,50,50,70,60,30,30,60,30,30,30,10,10,70,20,20,20,20,20,60,-40.458824
30,30,60,70,60,60,40,40,70,30,20,30,30,30,90,20,20,20,20,20,60,-43.486275
20,20,50,60,60,60,30,30,60,30,30,50,10,10,70,20,20,20,20,20,60,-43.721569
0,0,30,30,20,30,0,0,30,20,10,20,0,0,60,10,10,10,20,20,60,-43.941176
30,30,60,70,60,60,40,40,70,20,30,30,30,30,90,10,20,20,20,20,60,-43.470588
20,20,40,50,60,50,30,30,60,20,20,20,10,10,50,20,20,20,10,20,30,-38.501961
10,10,40,30,30,30,10,10,40,10,10,20,0,0,70,10,10,10,20,20,60,-44.509804
0,0,20,0,0,0,0,0,30,0,0,0,0,0,60,0,0,0,20,20,50,-5.686275
40,40,80,40,40,40,40,40,60,30,40,40,30,30,70,20,20,20,30,10,40,-15.501961
30,30,60,70,60,70,50,50,80,30,30,30,20,20,80,30,20,30,20,20,60,-48.423529
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-48.941176
30,30,60,60,60,60,50,50,80,20,30,30,20,20,80,30,20,30,20,20,60,-48.423529
30,30,60,70,70,70,50,50,80,30,30,30,20,20,80,20,20,20,20,20,60,-48.431373
40,40,70,40,40,40,30,30,80,30,40,20,40,40,50,30,30,30,20,50,10,-21.509804
20,20,60,40,30,30,50,50,70,30,30,30,10,10,60,20,40,30,30,10,40,-16.541176
20,20,60,30,50,40,30,30,50,30,30,20,10,10,60,30,30,30,30,10,40,-18.607843
60,60,100,70,70,80,80,80,100,60,40,40,40,40,80,40,40,40,30,10,40,-18.509804
20,20,80,30,20,30,30,30,80,10,10,10,10,10,50,10,10,20,50,40,30,0.541176
30,30,60,50,40,40,40,40,70,40,40,40,20,20,90,20,20,30,20,20,60,-50.572549
40,40,70,60,60,60,40,40,70,40,40,40,30,30,90,20,30,30,20,20,60,-50.447059
40,40,70,30,20,20,40,40,80,20,20,20,30,30,70,20,20,10,20,40,40,0.501961
60,60,100,70,70,70,70,70,90,50,50,40,40,40,80,50,40,50,30,10,40,-25.435294
60,60,90,50,60,50,70,70,80,50,60,50,40,40,90,40,50,40,30,10,40,-25.509804
0,0,30,10,10,10,0,0,10,20,20,10,0,0,40,10,10,10,30,10,40,-25.941176
0,0,70,10,10,10,0,0,30,20,20,10,0,0,80,10,10,10,30,10,40,-25.941176
30,30,70,30,30,20,20,20,40,30,30,30,30,30,80,30,30,30,30,10,40,-25.556863
60,60,100,70,70,60,70,70,90,40,50,50,40,40,80,40,40,50,30,10,40,-25.435294
60,60,90,40,40,50,70,70,80,50,40,50,40,40,90,50,50,40,30,10,40,-25.509804
30,30,70,20,30,20,20,20,40,30,30,20,30,30,80,30,30,30,30,10,40,-25.556863
30,30,70,30,20,30,30,30,50,30,30,30,30,30,70,30,30,30,30,10,40,-26.572549
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-53.941176
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-53.941176
30,30,60,30,30,30,30,30,60,10,20,20,10,10,80,10,10,10,20,20,60,-53.701961
10,10,40,40,20,20,10,10,70,10,0,0,0,0,20,10,10,10,20,50,10,-28.941176
60,60,90,70,60,50,40,40,100,50,30,30,60,60,80,50,40,50,20,50,10,-28.588235
10,10,40,40,20,20,10,10,70,10,0,0,0,0,20,10,10,10,20,50,10,-28.941176
0,0,20,40,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-28.709804
30,30,60,30,30,30,30,30,60,10,10,20,10,10,80,10,10,10,20,20,60,-56.705882
0,0,30,30,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-56.941176
30,30,60,50,40,40,40,40,70,40,40,40,20,20,90,20,20,30,20,20,60,-56.494118
0,0,50,20,30,30,0,0,80,10,0,0,0,0,80,20,10,20,20,50,10,-30.941176
30,30,50,20,30,30,30,30,80,10,0,0,10,10,30,20,10,20,20,50,10,-30.701961
0,0,20,10,30,30,0,0,30,20,20,20,0,0,60,10,10,20,20,20,50,-17.941176
50,50,80,40,60,60,50,50,90,30,30,30,30,30,90,30,30,40,20,20,50,-17.709804
0,0,20,10,30,30,0,0,30,20,20,20,0,0,60,10,10,20,20,20,50,-17.690196
50,50,80,40,60,50,50,50,90,20,40,20,30,30,90,30,30,40,20,20,50,-17.709804
0,0,20,10,30,30,0,0,30,20,20,20,0,0,60,10,10,20,20,20,50,-17.682353
50,50,80,50,70,60,50,50,90,30,30,30,30,30,90,30,30,40,20,20,50,-17.709804
0,0,30,10,10,10,0,0,10,20,20,20,0,0,40,10,10,20,30,10,40,-32.741176
0,0,70,10,10,10,0,0,30,20,20,20,0,0,80,10,10,20,30,10,40,-32.741176
0,0,30,10,10,0,0,0,10,20,20,20,0,0,40,10,10,10,30,10,40,-32.752941
20,20,60,30,40,40,20,20,40,30,30,30,10,10,60,30,30,30,30,10,40,-32.694118
0,0,30,10,10,0,0,0,10,20,20,20,0,0,40,10,10,10,30,10,40,-32.752941
40,40,80,30,40,30,30,30,50,40,40,40,30,30,70,30,30,30,30,10,40,-32.682353
0,0,30,10,10,0,0,0,10,20,20,20,0,0,40,10,10,10,30,10,40,-32.752941
0,0,30,10,0,0,0,0,10,20,20,20,0,0,40,10,10,10,30,10,40,-34.941176
40,40,70,40,50,50,50,50,80,30,40,40,30,30,90,20,20,20,20,20,60,-59.490196
60,60,90,60,60,50,70,70,80,60,60,60,40,40,90,40,40,40,30,10,40,-35.32549
40,40,70,50,40,40,50,50,80,40,40,40,30,30,90,20,30,20,20,20,60,-65.772549
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-65.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-65.941176
40,40,70,50,40,40,50,50,80,40,40,40,30,30,90,30,30,20,20,20,60,-65.772549
40,40,70,50,60,50,40,40,70,50,40,50,30,30,100,20,20,30,20,20,60,-65.415686
60,60,80,50,60,50,60,60,90,40,40,40,40,40,100,30,30,20,20,20,50,-20.72549
0,0,20,20,20,20,0,0,30,20,30,20,0,0,60,20,10,10,20,20,50,-20.752941
60,60,80,50,50,60,60,60,90,40,50,40,40,40,100,30,30,20,20,20,50,-20.72549
40,40,70,60,60,60,40,40,70,20,30,20,20,20,90,20,30,30,20,20,60,-66.458824
40,40,70,70,60,60,40,40,70,20,30,20,20,20,90,30,20,20,20,20,60,-73.45098
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-73.941176
30,30,60,50,40,40,40,40,70,40,40,40,30,30,90,20,30,20,20,20,60,-73.741176
40,40,70,60,60,60,40,40,70,30,30,20,20,20,90,30,30,20,20,20,60,-73.45098
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-73.941176
30,30,60,50,40,40,40,40,70,40,40,40,30,30,90,30,20,20,20,20,60,-73.741176
40,40,70,70,60,60,40,40,70,30,20,20,20,20,90,30,30,30,20,20,60,-73.45098
30,30,60,50,40,40,40,40,70,40,40,40,30,30,90,20,30,30,20,20,60,-73.741176
40,40,70,60,60,60,40,40,70,20,20,20,20,20,90,20,20,30,20,20,60,-73.45098
30,30,60,40,40,40,40,40,70,40,40,40,30,30,90,20,30,20,20,20,60,-73.741176
40,40,70,60,60,60,40,40,70,30,20,30,20,20,90,30,30,30,20,20,60,-73.45098
30,30,60,40,40,50,40,40,70,40,40,40,20,20,90,20,30,20,20,20,60,-75.490196
10,10,40,30,30,40,10,10,70,0,10,0,0,0,20,20,10,10,20,50,10,-35.6
40,40,60,30,30,30,70,70,80,10,0,10,20,20,70,20,10,20,10,10,40,0.490196
0,0,40,0,0,0,0,0,40,0,0,0,0,0,10,0,0,0,40,40,10,-5.74902
30,30,50,40,30,30,40,40,60,40,50,20,10,10,60,30,20,30,10,10,40,-1.941176
30,30,50,30,30,30,30,30,50,20,30,10,30,30,80,30,30,30,10,10,40,-1.352941
0,0,60,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,50,40,40,-5.784314
30,30,50,30,40,30,40,40,60,20,40,30,10,10,60,30,20,20,10,10,40,-6.737255
0,0,20,20,20,20,0,0,10,0,10,10,0,0,50,10,10,10,10,10,40,-6.941176
0,0,40,20,20,20,0,0,30,0,10,10,0,0,100,10,10,10,10,10,40,-6.941176
30,30,50,40,30,30,40,40,60,30,20,30,10,10,60,30,30,20,10,10,40,-6.737255
60,60,80,20,20,20,60,60,70,0,10,10,30,30,80,10,10,10,10,10,40,-6.772549
0,0,20,20,20,20,0,0,10,0,10,10,0,0,50,10,10,10,10,10,40,-6.941176
0,0,40,20,20,20,0,0,30,0,10,10,0,0,100,10,10,10,10,10,40,-6.941176
30,30,50,30,30,30,40,40,60,30,40,30,10,10,60,30,30,20,10,10,40,-6.737255
60,60,80,20,20,20,60,60,70,0,10,10,30,30,80,10,10,10,10,10,40,-6.772549
0,0,30,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,30,50,10,-2.615686
0,0,10,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,10,40,40,-5.776471
0,0,60,0,0,0,0,0,60,0,0,0,0,0,50,0,0,0,50,50,50,-5.721569
0,0,50,0,0,0,0,0,60,0,0,0,0,0,20,0,0,0,50,50,10,-6.776471
0,0,50,0,20,20,0,0,60,0,10,10,0,0,20,0,10,10,50,50,10,-6.741176
0,0,50,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,40,30,40,-5.72549
30,30,60,20,30,30,40,40,70,40,30,40,10,10,70,20,30,30,20,20,50,-23.470588
30,30,50,10,10,10,40,40,100,10,20,10,10,10,50,10,10,10,10,50,30,0.427451
40,40,60,20,20,20,30,30,90,10,10,10,30,30,90,10,10,10,20,50,50,0.470588
30,30,50,10,10,10,30,30,80,10,10,10,10,10,70,10,10,20,20,50,50,-0.780392
0,0,50,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,40,20,50,-5.439216
30,30,80,0,10,0,40,40,80,30,20,20,10,10,50,10,10,10,50,30,30,0.482353
50,50,80,20,20,20,50,50,100,20,10,10,30,30,70,10,10,0,20,40,30,0.501961
